,keyword,image,prompt
210,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/325bf196-3828-418b-a8ab-e2d601cd7b2b,"steampunk cybernetic biomechanical fly with wings, 3 d model, very coherent symmetrical artwork, unreal engine realistic render, 8 k, micro detail, intricate, elegant, highly detailed, centered, digital painting, artstation, smooth, sharp focus, illustration, artgerm, tomasz alen kopera, wlop "
211,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/3ba4b618-9573-4eb1-86e2-0ec982829c2c,"steampunk bioshock jeff bezos is a muscular bodybuilder, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart. "
212,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/3e19f755-ddbe-4ee7-a38d-34e86634dfec,photograph of a beautiful steampunk warrior. extremely detailed. dslr. 5 0 mm. 
213,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/4457548b-1e6b-4c99-8d39-fdae5aa5868c,photograph of a beautiful steampunk warrior. extremely detailed. dslr. 5 0 mm. 
214,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/4af066e1-1c7e-4015-8bf6-a2dfe9895135,"steampunk pirate tim cook, fantasy, d & d, intricate, detailed, by by alphonse mucha, adolfo hohenstein, alice russell glenny, stanley artgerm lau, greg rutkowski, detailed, trending on artstation, trending on artstation, smooth "
215,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/4d09eb06-b5de-401d-9d0e-0368fc66a71c,Lofi Steampunk portrait Pixar style by Joe Fenton and Stanley Artgerm and Tom Bagshaw
216,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/52ce6daf-da5e-4dbf-a575-e6fa8fa79c6c,"beautiful half human half steampunk cyborg portrait, steampunk, extremely detailed, lush, gears, pretty, cinematic lighting, epic, intense, long hair, brown eyes, cool, anime, "
217,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/5bba5eab-08da-4f50-aec6-a40ac7db6343,"Lofi steampunk portrait, Pixar style by Tristan Eaton and Stanley Artgerm and Tom Bagshaw and Tim Burton"
218,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/66c924db-94e7-4e81-beb6-b78f9b597a36,"full length photo of a steampunk warrior, 8 k, hdr, smooth, sharp focus, high resolution, award - winning photo "
219,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/6c7692d6-45a7-4939-9e1a-6d3e8dba5ae0,"full length photo of a very beautiful!! steampunk valkyrie, highly detailed, 4 k, hdr, smooth, sharp focus, high resolution, award - winning photo "
220,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/74cb7c67-ca93-4848-95e2-4bedb2714911,photograph of a beautiful steampunk warrior. extremely detailed. dslr. 5 0 mm. 
221,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/7a3ac160-59dc-4356-b36e-780a54bb079f,lofi steampunk portrait pixar style by Jonathan Yeo and Tom Bagshaw and Joe Fenton
222,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/858d5e36-1805-47e9-adbe-ff75bc2ae70a,"full body  photograph of kate upton as a steampunk warrior,  Extremely detailed. 8k"
223,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/8763cbab-5bbc-48fa-83dc-50b712f635c8,"steampunk scientist, portrait, medium shot, digital art, concept art, fantasy art, highly detailed, hd wallpaper, hdr, artstation, deviantart, behance"
224,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/8acaace8-c1b4-4f71-a8f0-ebb93c5f47b1,photograph of a beautiful steampunk warrior. extremely detailed. dslr. 5 0 mm. 
225,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/8b6ce221-163e-4646-8b94-3864c7b702ed,"steampunk scientist, portrait, medium shot, digital art, concept art, fantasy art, highly detailed, hd wallpaper, hdr, artstation, deviantart, behance"
226,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/8dd6d19b-2cba-4c10-9868-acc9db6d8bbf,portrait photograph of a real-life beautiful female steampunk soldier.  Extremely detailed. 8k
227,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/906963a8-4a57-4225-8a04-4e55824a9df6,"full body photograph of christina hendricks as a steampunk warrior, extremely detailed. dslr. 8 5 mm. "
228,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/9384257a-8213-4051-8d8d-f4e48e5740eb,professional full length photograph of a beautiful! female steampunk warrior.  Extremely detailed. 8k
229,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/9657631e-2caa-41cb-9e40-bf4fe78e2319,"steampunk warrior, 8 k, hdr, smooth, sharp focus, high resolution, award - winning photo "
230,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/a58fc706-93aa-45cb-8ab0-cf2c0cfe7993,full body  photograph of kat dennings as a  steampunk pirate.  Extremely detailed. 8k
231,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/abfef24d-824f-4d6b-ba09-3f6d3373de08,"steampunk warrior, 8 k, hdr, smooth, sharp focus, high resolution, award - winning photo "
232,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/af3d6758-7fcd-44b2-925a-f2cb49874b0a,full body photograph of christina hendricks as a steampunk warrior. extremely detailed. dslr. 8 5 mm. 
233,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/b787ac14-3a59-4383-8b8d-4e34f3f66f02,"epic portrait of man scientist, victorian, dieselpunk, insanely detailed, intricate, metal brass and copper and leather details, rivets, cinematic lighting, photoreal, by billelis and giger "
234,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/bce84e8f-6a0a-4a8a-ba93-494a21c222cf,professional full length photograph of a beautiful! female steampunk warrior.  Extremely detailed. 8k
235,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/bf24007d-2587-4eb8-a1c5-f43708cad3bf,professional photograph of a  beautiful! female steampunk warrior.  Extremely detailed. 8k
236,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/c0609b90-1f35-4af1-8755-7dba21b01c80,full length photograph of a beautiful steampunk warrior. extremely detailed. dslr. 5 0 mm. 
237,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/c44e7cae-a392-4a19-8d59-5dccf9005281,"steampunk cybernetic biomechanical fly with wings, 3 d model, unreal engine realistic render, 8 k, micro detail, intricate, elegant, highly detailed, centered, digital painting, artstation, smooth, sharp focus, illustration, artgerm, tomasz alen kopera, wlop "
238,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/c717b058-9e8b-4721-8920-495eb74d732a,lofi steampunk portrait pixar style by Joe Fenton and Jonathan Yeo and Tom Bagshaw
239,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/d3ef4631-7d1b-4e9d-95a9-7d0b161676c0,steampunk brotherhood of steel 
240,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/d4013905-1260-4e78-a6e7-df7e8b475c41,"steampunk scientist, portrait, medium shot, digital art, concept art, fantasy art, highly detailed, hd wallpaper, hdr, artstation, deviantart, behance"
241,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/d85a771d-15af-49b1-b5b2-7ccd72ac6254,portrait photograph of a real-life beautiful female steampunk soldier.  Extremely detailed. 8k
242,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/dbbb0949-869a-405b-ae12-21ac704d81af,full body photograph of kate upton as a steampunk warrior. extremely detailed. dslr. 3 5 mm. 
243,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/dfcde6d2-8fed-401c-be30-99b9b11a3477,"steampunk scientist, portrait, medium shot, digital art, concept art, fantasy art, highly detailed, hd wallpaper, hdr, artstation, deviantart, behance"
244,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/e0935bc0-2793-433f-b9eb-4abc736fa8c6,"beautiful half human half steampunk cyborg portrait, steampunk, extremely detailed, lush, gears, pretty, cinematic lighting, epic, intense, long hair, brown eyes, cool, "
245,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/f0e514ca-abd0-4c6e-b93c-e06f6d20679f,full body  photograph of kate upton as a steampunk pirates.  Extremely detailed. 8k
246,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/f22d503e-0833-4024-84ca-afbbd40c5b22,"steampunk helmet fantasy art mask robot ninja stylized digital illustration sharp focus, elegant intricate digital painting artstation concept art global illumination ray tracing advanced technology chaykin howard and campionpascale and cooke darwyn and davis jack "
247,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/f49c5070-f21b-499a-a5eb-23cf9aa70f6e,"machine, steampunk, edo style, lilia alvarado, highly detailed, digital painting, smooth, sharp focus "
248,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/fb2b5a6b-8da9-456a-9f67-83688a588ce5,full body photograph of kate upton as a steampunk warrior. extremely detailed. dslr. 3 5 mm. 
249,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/fd6178c4-6cdb-4abb-85ac-77c546aa9faf,"an extremely complex and advanced steampunk cellphone from the 1920s, extreme plus resolution fantasy concept art, intricate details to everything visible, sharp lighting, Dramatic light by denis villeneuve, strong emphasis on alphonse mucha, Makoto Shinkai"
